sayso_subcategory_slug,fsq_category_id,fsq_category_name,count
sports-recreation,4bf58dd8d48988d1c1941735,Mexican Restaurant,1
sports-recreation,4bf58dd8d48988d11d941735,Sports Bar,4
sports-recreation,4bf58dd8d48988d101941735,Martial Arts Dojo,2
sports-recreation,4bf58dd8d48988d155941735,Gastropub,1
sports-recreation,4bf58dd8d48988d1f2941735,Sporting Goods Retail,4
sports-recreation,4bf58dd8d48988d1e6941735,Golf Course,2
sports-recreation,4bf58dd8d48988d15e941735,Swimming Pool,1
sports-recreation,4bf58dd8d48988d105941735,Gym Pool,1
sports-recreation,4bf58dd8d48988d102941735,Yoga Studio,2
sports-recreation,4bf58dd8d48988d1fa931735,Hotel,2
sports-recreation,4bf58dd8d48988d176941735,Gym,6
sports-recreation,4bf58dd8d48988d175941735,Gym and Studio,13
theaters,4bf58dd8d48988d17e941735,Indie Movie Theater,1
theaters,4bf58dd8d48988d135941735,Indie Theater,4
theaters,4bf58dd8d48988d136941735,Opera House,2
theaters,4bf58dd8d48988d1ac941735,College Theater,2
theaters,4bf58dd8d48988d17f941735,Movie Theater,16
theaters,4bf58dd8d48988d137941735,Theater,31
transport-travel,4bf58dd8d48988d1ef941735,Rental Car Location,15
transport-travel,4f04b08c2fb6e1c99f3db0bd,Travel Agency,12
transport-travel,4f04b25d2fb6e1c99f3db0c0,Travel Lounge,8
veterinarians,4bf58dd8d48988d1fa931735,Hotel,1
veterinarians,4d4b7105d754a06374d81259,Restaurant,1
veterinarians,4bf58dd8d48988d100951735,Pet Supplies Store,2
veterinarians,4bf58dd8d48988d1f8941735,Furniture and Home Store,1
veterinarians,4d954af4a243a5684765b473,Veterinarian,10
water-sports,4f4528bc4b90abdf24c9de85,Sports and Recreation,1
water-sports,4bf58dd8d48988d1f0941735,Internet Cafe,1
water-sports,4bf58dd8d48988d103951735,Clothing Store,1
water-sports,4bf58dd8d48988d162941735,Other Great Outdoors,1
water-sports,4bf58dd8d48988d118941735,Dive Bar,1
water-sports,4bf58dd8d48988d12f951735,Resort,1
water-sports,63be6904847c3692a84b9bf9,Surf Store,2
water-sports,4bf58dd8d48988d1f2941735,Sporting Goods Retail,2
water-sports,4bf58dd8d48988d1f1941735,Board Store,7
water-sports,4bf58dd8d48988d1e3941735,Surf Spot,6
water-sports,4bf58dd8d48988d1e2941735,Beach,3
water-sports,4d954b06a243a5684965b473,Apartment or Condo,1
water-sports,4bf58dd8d48988d1f8931735,Bed and Breakfast,1
water-sports,4bf58dd8d48988d132951735,Hotel Pool,1
water-sports,4bf58dd8d48988d15e941735,Swimming Pool,12
water-sports,4bf58dd8d48988d1fa931735,Hotel,2
wellness,4bf58dd8d48988d1e2941735,Beach,2
wellness,4bf58dd8d48988d159941735,Hiking Trail,1
wellness,4bf58dd8d48988d1fa941735,Farmers Market,1
wellness,4bf58dd8d48988d175941735,Gym and Studio,3
wellness,4bf58dd8d48988d102941735,Yoga Studio,7
wellness,4bf58dd8d48988d1ce941735,Seafood Restaurant,1
wellness,4bf58dd8d48988d1d2941735,Sushi Restaurant,1
wellness,50327c8591d4c4b30a586d5d,Brewery,1
wellness,4bf58dd8d48988d165941735,Scenic Lookout,1
wellness,4bf58dd8d48988d110951735,Hair Salon,1
wellness,4eb1d4d54b900d56c88a45fc,Mountain,1
wellness,4bf58dd8d48988d1ee931735,Hostel,1
wellness,52e81612bcbc57f1066b7a21,National Park,1
wellness,50be8ee891d4fa8dcc7199a7,Market,1
wellness,4def73e84765ae376e57713a,Portuguese Restaurant,1
wellness,4fceea171983d5d06c3e9823,Aquarium,1
wellness,4bf58dd8d48988d111941735,Japanese Restaurant,1
wellness,4bf58dd8d48988d1e0931735,Coffee Shop,3
wellness,4bf58dd8d48988d1e8931735,Piano Bar,1
wellness,4bf58dd8d48988d1c1941735,Mexican Restaurant,2
wellness,4bf58dd8d48988d1ca941735,Pizzeria,2
wellness,4bf58dd8d48988d157941735,New American Restaurant,1
wellness,4bf58dd8d48988d10f941735,Indian Restaurant,2
wellness,4bf58dd8d48988d155941735,Gastropub,1
wellness,4bf58dd8d48988d163941735,Park,3
wellness,4bf58dd8d48988d11e941735,Cocktail Bar,1
wellness,4bf58dd8d48988d1cc941735,Steakhouse,3
wellness,4bf58dd8d48988d10a941735,Ethiopian Restaurant,1
wellness,5e18993feee47d000759b256,Coffee Roaster,1
wellness,4bf58dd8d48988d1c9941735,Ice Cream Parlor,1
wellness,4d4b7105d754a06374d81259,Restaurant,4
wellness,4bf58dd8d48988d16c941735,Burger Joint,2
wellness,4bf58dd8d48988d1fa931735,Hotel,3
wellness,4bf58dd8d48988d10c941735,French Restaurant,3
wellness,4bf58dd8d48988d116941735,Bar,1
wellness,4bf58dd8d48988d1c8941735,African Restaurant,1
wellness,4bf58dd8d48988d16d941735,Café,3
